Government aims at eradicating poverty in the country.,Gavumenti eruubirira kumalawo bwavu mu ggwanga.,,
Arua catholic archbishop ordained six deacons to priesthood.,Ssaabasumba w'ekkanisa y'abakatoliki ya Arua yatuuzizza abadyankoni mukaaga ku busumba.,,
The number of ordained priests increased to two hundred.,Omuwendo gw'abasumba abaatikiddwa baabweze ebikumi bibiri.,,
People are participating in church activities.,Abantu beenyigira mu mirimu gy'ekkanisa.,,
People want to spread the word of God.,Abantu baagala okubunyisa ekigambo kya Katonda.,,
A number of people accepted the Lord Jesus Christ as their personal Lord and Savior.,Abantu abawerako bakkirizza Yesu ng'omulokozi waabwe.,,
Priests vowed to fulfill their responsibilities.,Abasumba baalayidde okutuukiriza obuvunaanyizibwa bwabwe.,,
The ordained priests should learn from senior priest.,Abasumba abatikkiddwa balina okuyigira ku basumba abaluddewo.,,
Priests were deployed in various areas to do God's work.,Abasumba baaweerezeddwa mu bifo eby'enjawulo okukola omulimu gwa Katonda.,,
The students were given Bibles during the bible study event.,Abayizi baaweereddwa Bbayibuli mu mukolo gw'okusoma Bbayibuli.,,
Priests have preached the gospel of unity.,Abasumba babuulidde enjiri y'obwegassi.,,
Priests should be ready to serve the Lord.,Abasumba balina okubeera abeetegefu okuweereza Katonda.,,
Priests will take on different tasks in the church.,Ababuulizi bajja kufuna obuvunaanyizibwa obw'ejawulo mu kkanisa,,
Christians want to serve the Lord.,Abakrisitaayo baagala okuweereza Katonda.,,
Refugees desire to return to their homerand.,Abanoonyiboobubudamu baagala okudda mu nsi zaabwe.,,
There are political instabilities in Moyo district.,Waliyo obutabanguko bw'ebyobufuzi mu disitulikiti y'e Moyo.,,
People are working towards the development     of Moyo,Abantu bakolerera nkukulaakulanya ya Moyo.,,
elders have emphasized unity amongst the people.,Abakadde basimbye essira ku bumu mu bantu.,,
Refugees are well   fed in the district.,Abanoonyiboobubudamu baliisibwa bulungi mu disitulikiti.,,
The government provided sherter to the refugees.,Gavumenti ewadde abanoonyiboobubudamu aw'okusula.,,
Moyo people donated clothes to the refugees.,Abantu b'e Moyo bawadde abanoonyiboobubudamu engoye.,,
Refugees lack food to eat.,Abanoonyiboobubudamu tebalina mmere ya kulya.,,
District officials lack transport facilities to coordinate refugee activities.,Abakungu ba disitulikiti tebalina ntambula kukwanaganya mirimu gya banoonyiboobubudamu.,,
District officials are given low pay.,Abakungu ba disitulikiti baweebwa ssente ntono.,,
The government has provided motorcycles to the refugee leaders.,Gavumenti ewadde abakulembeze b'abanoonyiboobubudamu ppikipiki.,,
Some refugees were killed in the area.,Abanoonyiboobubudamu abamu battiddwa mu kitundu.,,
The police is investigating the death of the refugee.,Poliisi enoonyereza ku nfa y'omunoonyiwoobubudamu.,,
A cartridge was used to end the life of the refugee.,Emmundu yakozeseddwa okutta omunoonyiwoobubudamu.,,
The police arrested the prime suspect.,Poliisi yakutte ateeberezebwa omukulu.,,
The deceased refugee was a soldier.,Omunoonyiwoobubudamu eyafudde yabadde musirikale.,,
The police took the body to carry out an autopsy.,Poliisi yatutte omulambo okwekebejjebwa.,,
The deceased was under a reber group.,Omufu yabadde mu kibinja ky'abayeekera.,,
The police should increase security in the camps.,Poliisi erina okwongera obukuumi mu nkambi.,,
What kind of circumstances need interligence?,Mbeera ya kika ki eyeeetaagisa obukessi?,,
What should be done to eliminate wrong erements in communities?,Ki ekirina okukolebwa okumalawo ebikolwa ebikyamu mu kitundu?,,
Sick people are encouraged to visit health centers.,Abantu abalwadde bakubirizibwa okugenda mu malwaliro.,,
Pretending to be what your not is not good.,Okwefuula kyotoli si kirungi.,,
How do you intend to spend your first salary?,Osuubira kusaasaanya otya omusaala gwo ogusooka?,,
What are some of the existing economic opportunities?,Mikisa gya nfuna ki egiriwo?,,
Most projects are aimed at meeting the needs of the public.,Pulojekiti ezisinga zigendereddwamu kutuukiriza byetaago by'abantu.,,
He spent half of the budget on his personal interests.,Yasaasaanyizza ekitundu ky'embalirira ku byetaago bye nga omuntu.,,
How can we fight against corruption?,Tuyinza kulwanyisa tutya enguzi?,,
Quality work is impressive.,Omulimu omulungi gusikiriza.,,
Leaders need to work together for the good of their subordinates.,Abakulembeze beetaaga okukolera awamu ku lw'obulungi bwa be bakulembera.,,
Some schools provide accommodation to their staff.,Amasomero agamu gawa abakozi baago aw'okusula.,,
"In places with no electricity supply, the rich villagers rery on solar power.","Mu bifo awatali masannyalaze, bannakyalo abagagga beesigamu ku masannyalaze ga maanyi ga njuba.",,
In the classroom we find desks and chairs.,Mu kibiina tusangayo entebe n'emmeeza.,,
Refugees usually get foreign aid.,Abanoonyiboobubudamu batera okufuna obuyambi okuva ebweru w'eggwanga.,,
He borrowed money from a colleague in order to start up his business.,Yeewola ssente ku munne asobole okutandikawo bizinensi ye.,,
In which year did Uganda obtain her independence?,Mu mwaka ki Uganda mwe yafunira ameefuga?,,
Uganda hosts refugees from neighboring countries.,Uganda ebudamya abanoonyiboobubudamu okuva mu mawanga agagiriraanye.,,
Refugee activities are financially supported.,Emirimu gy'abanoonyiboobubudamu giteekebwamu ensimbi.,,
Hospitable communities usually promote unity.,Ebitundu ebyaniriza abantu bitera okutumbula obumu.,,
Pupils sit and study from classrooms while at school.,Abayizi batuula ne basomera mu bibiina nga bali ku ssomero.,,
Projects require funding for implementation.,Pulojekiti zeetaaga okuvujjirirwa okuteekebwa mu nkola.,,
Health sector projects should be given priority.,Pulojekiti ez'obujjanjabi zeetaaga okuteekebwa ku mwanjo.,,
It is good to fully utilize all the resources at your disposal.,Kirungi okukozesa ebintu byonna by'olina.,,
Recently the number of girls in schools has increased.,Gye buvuddeko omuwendo gw'abawala mu ssomero gweyongedde.,,
"The more infected people are, the higher the demand for health services.","Abantu gye bakoma okukosebwa, gye bakoma okwetaaga y'obujjanjabi.",,
Learners seat on desks during the learning process in school.,Abayizi batuula ku ntebe nga basoma ku ssomero.,,
Some projects are long term.,Pulojekiti ezimu ziba za bbanga ddene.,,
It is a beautiful thing to help others.,Kintu kirungi okuyamba abalala.,,
Your attitude towards something matters.,Endowooza yo eri ekintu kikulu.,,
Teachers share knowledge of what they have learnt.,Abasomesa bagabana amagezi ku kye bayize.,,
Aim to have a positive attitude towards life.,Luubirira okufuna ekirungi mu bulamu.,,
There are very many boda boda cyclists in Uganda.,Abavuzi ba ppikippiki bangi mu Uganda.,,
"Having been drunk while driving, he knocked down a pedestrian.","Oluvannyuma lw'okuvuga ng'atamidde, yatomedde atambuza ebigere.",,
Some patients die even after medical treatments.,Abalwadde abamu bafa ne bwe baba nga bajjanjabiddwa.,,
Murder cases must be investigated.,Emisango gy'obutemu girina okunoonyerezebwako.,,
Some people lose their lives as a result of mob justice.,Abantu abamu bafiirwa obulamu bwabwe oluvannyuma lw'okutwalira amateeka mu ngalo.,,
Murderers should be arrested.,Abatemu balina okukwatibwa.,,
Failure to follow traffic regulations could lead to accidents on the road.,Okulemererwa okugoberera amateeka g'oku nguudo kiyinza okuviirako obubenje ku luguudo.,,
Police helps prevent crime in society.,Poliisi eyamba okutangira obuzzi bw'emisango mu kitundu.,,
Motorcycle riders need to be careful on the road.,Abavuzi ba ppikipiki balina okubeera abeegendereza ku luguudo.,,
It is good to reconcile with those that we have wronged.,Kirungi okutabagana n'abo be tuba tusobezza.,,
How can we stop blood shade among people?,Tuyinza tutya okukomya ekiyiwamusaayi mu bantu?,,
Why would one kill another?,Lwaki omuntu yandisse munne?,,
The deceased was in primary seven.,Omugenzi abadde mu kibiina kyamusanvu.,,
What role is played by the town councils?,Obukiiko bw'ebibuga bukola mulimu ki?,,
Government in most cases funds its activities.,Emirungi egisinga gavumenti evujjirira emirimu gyayo.,,
Taxes are usually increased each financial year.,Emisolo gitera okwongezebwa buli mwaka gw'ebyensimbi.,,
What happens during the hand over?,Ki ekibeerawo mu kuwaayo obuyinza?,,
I do not want to deal with people with a negative attitude.,Ssaagala kukolagana na bantu balina ndowooza nkyamu.,,
What is the role of the office of prime minister in Uganda?,Woofiisi ya Ssaabaminisita erina mulimu ki mu Uganda?,,
Who is in charge of giving accountability?,Ani avunaanyizibwa ku kuwa embalirira?,,
"In order to start up a business, you need capital.",Okusobola okutandika bizinensi weetaaga entandikwa.,,
"As others retire, new ones shall be recruited.","Nga abalala bwe bawummula, abapya bajja kuyingizibwa.",,
Through the handover people transfer power and authority.,Mu kuwaayo obuyinza abantu bawaanyisiganya amaanyi n'obuyinza.,,
Administrative structures need to be clear.,Ennambika y'obukulembeze erina okubeera ennambulukufu.,,
What causes confusion among staff?,Ki ekireetawo okutabulwatabulwa mu bakozi?,,
Working together is for the benefit of everyone.,Okukolera awamu kya kuganyula buli omu.,,
We must draw a budget for the upcoming events.,Tulina okukola embalirira y'emikolo ogujja.,,
Some cases should be followed up.,Emisango egimu girina okugobererwa.,,
Who won the local council one elections?,Ani eyawangudde okulonda kwa lokokanso esooka?,,
What is your home village?,Ova ku kyalo ki?,,
There guiderines to follow during elections.,Waliwo ebigobererwa eby'okugoberera mu kulonda.,,
What is the use of a voter's register if am a citizen?,Olukalala lw'abalonzi lwa mugaso ki bwe mba nga ndi munnansi?,,
The final decision was passed and we cannot go back on it.,Okusalawo okusembayo kukoleddwa era tetusobola kukiddako.,,
He sued his opponent in court over cheating the elections.,Yawaabye gw'avuganya mu kkooti olw'okubba obululu.,,
We want to live in a peaceful environment.,Twagala okubeera mu kitundu eky'emirembe.,,
Every political party has its own political influence.,Buli kibiina kya byabufuzi kirina kye kireetawo mu byobufuzi.,,
What kind of services do the ordinary people need?,Mpeereza za kika ki abantu ba wansi ze beetaaga?,,
When shall the general elections in Uganda take place?,Okulonda kwa bonna mu Uganda kunaabaawo ddi?,,
You are encouraged to apply for the available positions.,Okubirizibwa okusaba ku bifo ebiriwo.,,
What has led to increase in domestic violence cases?,Ki ekireetedde emisango gy'obutabanguko mu maka okweyongera?,,
Seek knowledge to avoid ignorance.,Noonya amagezi weewale obutamanya.,,
What should be done to stop domestic violence in homes.,Ki ekirina okukolebwa okukomya obutabanguko mu maka?,,
Being knowledgeable could save you a lot.,Okubeera omumanyi kyandikutaasa ennyo.,,
From childhood we have been encouraged to save money.,Okuva obuto tubadde tukubirizibwa okutereka ssente.,,
"On men and women, who has loves money most.",Ku basajja n'abakazi ani ayagala ennyo ssente?,,
Men must work hard in order to support their families.,Abasajja balina okukola ennyo okuyimirizaawo amaka gaabwe.,,
Loans could be of financial benefit to the borrower.,Looni eyinza okuba ey'omuganyulo mu byensimbi eri eyeewola.,,
Society berieves that men are the providers in a home.,Abantu balowooza nti abaami be bagabirira amaka.,,
How can a loan result into domestic violence?,Looni eyinza etya okuvaamu obutabanguko mu maka?,,
My grandmother fetches water from the borehole.,Jjajja wange omukyala amazzi agakima ku nnayikondo.,,
"On my way back home, I lost the keys to my apartment.",Ebisumuluzo by'enju yange byagudde nga nzirayo ewaka.,,
What is the age bracket for youths?,Abavubuka bagwa mu kigero kya myaka emeka?,,
Why should water consumption be charged?,Lwaki okufuna amazzi kuba kwa kusasula?,,
Humiliation is a sign of disrespect.,Okutyoboola kabonero ka butawa kitiibwa.,,
Resolutions can be made in a very friendly way.,Okusalawo kusobola okukolebwa mu ngeri ey'omukwano.,,
Water serves a lot of purposes.,Amazzi gakola emirimu mingi.,,
The community needs access to clean and safe water.,Ekyalo kyetaaga amazzi amayonjo era amateefu.,,
Mistakes are common so let’s learn to forgive others.,Ensobi zibaawo kale tuyige okusonyiwa abalala.,,
How best can problems be resolved?,Ebizibu biyinza kugonjoolwa bitya obulungi?,,
Your life is very important.,Obulamu bwo bwa mugaso nnyo.,,
The second edition of the book is to be rereased next year.,Olufulumya lw'ekitabo olwokubiri lwa kufulumizibwa omwaka ogujja.,,
How can we promote tourism?,Tuyinza kutumbula tutya ebyobulambuzi?,,
The winner of the beauty contest was crowned yesterday.,Omuwanguzi w'empaka z'obwannalulungi yatikkiddwa ggulo.,,
"Terl me, what excites people?","Mbuulira, ki ekikyamula abantu?",,
Positive change leads to development     .,Enkyukakyuka ennungi ereeta enkulaakulana.,,
Stop gender based violence please.,Mukomye obutanguko obwesigamiziddwa ku kikula bambi.,,
Parents ought to believe in the girl child.,Abazadde bateekeddwa okukkiririza mu mwana omuwala.,,
"Given the modern day world, people are adopting to the western culture.","Mu nsi ya leero ekulaakulanye, abantu bakoppa obuwangwa bw'abazungu.",,
We donated sanitary pads to keep girls in school.,twagabye bu tawero bw'obuyonjo okukuumira abawala mu ssomero.,,
How do you inspire the youth in today’s society?,Osikiriza otya abavubuka okubaako kye bakola leero mu bitundu?,,
She entered her first ever beauty contest when she was five years.,Yayingira mu mpaka z'obwannalulungi omulundi gwe ogusooka ng'alina emyaka etaano.,,
The position paper shows the current situation of refugees.,Ekiwandiiko kiraga embeera y'abanoonyiboobubudamu gye balimu.,,
